simTime_s,runTime_s,timing,phase,aCam_mps2,speed_mps,yawRate_dps,jerk_mps3
0.008,0.000,0,前進 0,0.0180,0.0001,0.000,3.000
0.010,0.000,0,前進 0,0.0240,0.0001,0.000,3.000
0.012,0.000,0,前進 0,0.0300,0.0002,0.000,3.000
0.014,0.000,0,前進 0,0.0360,0.0003,0.000,3.000
0.016,0.000,0,前進 0,0.0420,0.0003,0.000,3.000
0.018,0.000,0,前進 0,0.0480,0.0004,0.000,3.000
0.020,0.000,0,前進 0,0.0540,0.0005,0.000,3.000
0.022,0.000,0,前進 0,0.0600,0.0007,0.000,3.000
0.024,0.000,0,前進 0,0.0660,0.0008,0.000,3.000
0.026,0.000,0,前進 0,0.0720,0.0009,0.000,3.000
0.028,0.000,0,前進 0,0.0780,0.0011,0.000,3.000
0.030,0.000,0,前進 0,0.0840,0.0013,0.000,3.000
0.032,0.000,0,前進 0,0.0900,0.0014,0.000,3.000
0.034,0.000,0,前進 0,0.0960,0.0016,0.000,3.000
0.036,0.000,0,前進 0,0.1020,0.0018,0.000,3.000
0.038,0.000,0,前進 0,0.1080,0.0021,0.000,3.000
0.040,0.000,0,前進 0,0.1140,0.0023,0.000,3.000
0.042,0.000,0,前進 0,0.1200,0.0025,0.000,3.000
0.044,0.000,0,前進 0,0.1260,0.0028,0.000,3.000
0.046,0.000,0,前進 0,0.1320,0.0030,0.000,3.000
0.048,0.000,0,前進 0,0.1380,0.0033,0.000,3.000
0.050,0.000,0,前進 0,0.1440,0.0036,0.000,3.000
0.052,0.000,0,前進 0,0.1500,0.0039,0.000,3.000
0.054,0.000,0,前進 0,0.1560,0.0042,0.000,3.000
0.056,0.000,0,前進 0,0.1620,0.0045,0.000,3.000
0.058,0.000,0,前進 0,0.1680,0.0049,0.000,3.000
0.060,0.000,0,前進 0,0.1740,0.0052,0.000,3.000
0.062,0.000,0,前進 0,0.1800,0.0056,0.000,3.000
0.064,0.000,0,前進 0,0.1860,0.0060,0.000,3.000
0.066,0.000,0,前進 0,0.1920,0.0063,0.000,3.000
0.068,0.000,0,前進 0,0.1980,0.0067,0.000,3.000
0.070,0.000,0,前進 0,0.2040,0.0071,0.000,3.000
0.072,0.000,0,前進 0,0.2100,0.0076,0.000,3.000
0.074,0.000,0,前進 0,0.2160,0.0080,0.000,3.000
0.076,0.000,0,前進 0,0.2220,0.0084,0.000,3.000
0.078,0.000,0,前進 0,0.2280,0.0089,0.000,3.000
0.080,0.000,0,前進 0,0.2340,0.0094,0.000,3.000
0.082,0.000,0,前進 0,0.2400,0.0098,0.000,3.000
0.084,0.000,0,前進 0,0.2460,0.0103,0.000,3.000
0.086,0.000,0,前進 0,0.2520,0.0108,0.000,3.000
0.088,0.000,0,前進 0,0.2580,0.0114,0.000,3.000
0.090,0.000,0,前進 0,0.2640,0.0119,0.000,3.000
0.092,0.000,0,前進 0,0.2700,0.0124,0.000,3.000
0.094,0.000,0,前進 0,0.2760,0.0130,0.000,3.000
0.096,0.000,0,前進 0,0.2820,0.0135,0.000,3.000
0.098,0.000,0,前進 0,0.2880,0.0141,0.000,3.000
0.100,0.000,0,前進 0,0.2940,0.0147,0.000,3.000
0.102,0.000,0,前進 0,0.3000,0.0153,0.000,3.000
0.104,0.000,0,前進 0,0.3060,0.0159,0.000,3.000
0.106,0.000,0,前進 0,0.3120,0.0165,0.000,3.000
0.108,0.000,0,前進 0,0.3180,0.0172,0.000,3.000
0.110,0.000,0,前進 0,0.3240,0.0178,0.000,3.000
0.112,0.000,0,前進 0,0.3300,0.0185,0.000,3.000
0.114,0.000,0,前進 0,0.3360,0.0192,0.000,3.000
0.116,0.000,0,前進 0,0.3420,0.0198,0.000,3.000
0.118,0.000,0,前進 0,0.3480,0.0205,0.000,3.000
0.120,0.000,0,前進 0,0.3540,0.0212,0.000,3.000
0.122,0.000,0,前進 0,0.3600,0.0220,0.000,3.000
0.124,0.000,0,前進 0,0.3660,0.0227,0.000,3.000
0.126,0.000,0,前進 0,0.3720,0.0234,0.000,3.000
0.128,0.000,0,前進 0,0.3780,0.0242,0.000,3.000
0.130,0.000,0,前進 0,0.3840,0.0250,0.000,3.000
0.132,0.000,0,前進 0,0.3900,0.0257,0.000,3.000
0.134,0.000,0,前進 0,0.3960,0.0265,0.000,3.000
0.136,0.000,0,前進 0,0.4020,0.0273,0.000,3.000
0.138,0.000,0,前進 0,0.4080,0.0282,0.000,3.000
0.140,0.000,0,前進 0,0.4140,0.0290,0.000,3.000
0.142,0.000,0,前進 0,0.4200,0.0298,0.000,3.000
0.144,0.000,0,前進 0,0.4260,0.0307,0.000,3.000
0.146,0.000,0,前進 0,0.4320,0.0315,0.000,3.000
0.148,0.000,0,前進 0,0.4380,0.0324,0.000,3.001
0.150,0.000,0,前進 0,0.4440,0.0333,0.000,3.000
0.152,0.000,0,前進 0,0.4500,0.0342,0.000,3.000
0.154,0.000,0,前進 0,0.4560,0.0351,0.000,3.000
0.156,0.000,0,前進 0,0.4620,0.0360,0.000,3.001
0.158,0.000,0,前進 0,0.4680,0.0370,0.000,3.000
0.160,0.000,0,前進 0,0.4740,0.0379,0.000,3.000
0.162,0.000,0,前進 0,0.4800,0.0389,0.000,3.000
0.164,0.000,0,前進 0,0.4860,0.0399,0.000,3.001
0.166,0.000,0,前進 0,0.4920,0.0408,0.000,3.000
0.168,0.000,0,前進 0,0.4980,0.0418,0.000,3.000
0.170,0.000,0,前進 0,0.5040,0.0428,0.000,3.000
0.172,0.000,0,前進 0,0.5100,0.0439,0.000,3.000
0.174,0.000,0,前進 0,0.5160,0.0449,0.000,3.001
0.176,0.000,0,前進 0,0.5220,0.0459,0.000,3.000
0.178,0.000,0,前進 0,0.5280,0.0470,0.000,3.000
0.180,0.000,0,前進 0,0.5340,0.0481,0.000,3.000
0.182,0.000,0,前進 0,0.5400,0.0491,0.000,3.001
0.184,0.000,0,前進 0,0.5460,0.0502,0.000,3.000
0.186,0.000,0,前進 0,0.5520,0.0513,0.000,3.000
0.188,0.000,0,前進 0,0.5580,0.0525,0.000,3.000
0.190,0.000,0,前進 0,0.5640,0.0536,0.000,3.000
0.192,0.000,0,前進 0,0.5700,0.0547,0.000,3.001
0.194,0.000,0,前進 0,0.5760,0.0559,0.000,3.000
0.196,0.000,0,前進 0,0.5820,0.0570,0.000,3.000
0.198,0.000,0,前進 0,0.5880,0.0582,0.000,3.000
0.200,0.000,0,前進 0,0.5940,0.0594,0.000,3.000
0.202,0.000,0,前進 0,0.6000,0.0606,0.000,3.001
0.204,0.000,0,前進 0,0.6060,0.0618,0.000,3.000
0.206,0.000,0,前進 0,0.6120,0.0630,0.000,3.001
0.208,0.000,0,前進 0,0.6180,0.0643,0.000,2.999
0.210,0.000,0,前進 0,0.6240,0.0655,0.000,3.001
0.212,0.000,0,前進 0,0.6300,0.0668,0.000,2.999
0.214,0.000,0,前進 0,0.6360,0.0681,0.000,3.001
0.216,0.000,0,前進 0,0.6420,0.0693,0.000,3.001
0.218,0.000,0,前進 0,0.6480,0.0706,0.000,2.999
0.220,0.000,0,前進 0,0.6540,0.0719,0.000,3.001
0.222,0.000,0,前進 0,0.6600,0.0733,0.000,2.999
0.224,0.000,0,前進 0,0.6660,0.0746,0.000,3.001
0.226,0.000,0,前進 0,0.6720,0.0759,0.000,3.001
0.228,0.000,0,前進 0,0.6780,0.0773,0.000,2.999
0.230,0.000,0,前進 0,0.6840,0.0787,0.000,3.001
0.232,0.000,0,前進 0,0.6900,0.0800,0.000,2.999
0.234,0.000,0,前進 0,0.6960,0.0814,0.000,3.001
0.236,0.000,0,前進 0,0.7020,0.0828,0.000,3.001
0.238,0.000,0,前進 0,0.7080,0.0843,0.000,2.999
0.240,0.000,0,前進 0,0.7140,0.0857,0.000,3.001
0.242,0.000,0,前進 0,0.7200,0.0871,0.000,3.001
0.244,0.000,0,前進 0,0.7260,0.0886,0.000,2.999
0.246,0.000,0,前進 0,0.7320,0.0900,0.000,3.001
0.248,0.000,0,前進 0,0.7380,0.0915,0.000,2.999
0.250,0.000,0,前進 0,0.7440,0.0930,0.000,3.001
0.252,0.000,0,前進 0,0.7500,0.0945,0.000,3.001
0.254,0.000,0,前進 0,0.7560,0.0960,0.000,2.999
0.256,0.000,0,前進 0,0.7620,0.0975,0.000,3.001
0.258,0.000,0,前進 0,0.7680,0.0991,0.000,2.999
0.260,0.000,0,前進 0,0.7740,0.1006,0.000,3.001
0.262,0.000,0,前進 0,0.7800,0.1022,0.000,3.001
0.264,0.000,0,前進 0,0.7860,0.1038,0.000,2.999
0.266,0.000,0,前進 0,0.7920,0.1053,0.000,3.001
0.268,0.000,0,前進 0,0.7980,0.1069,0.000,2.999
0.270,0.000,0,前進 0,0.8040,0.1085,0.000,3.001
0.272,0.000,0,前進 0,0.8100,0.1102,0.000,3.001
0.274,0.000,0,前進 0,0.8160,0.1118,0.000,2.999
0.276,0.000,0,前進 0,0.8220,0.1134,0.000,3.001
0.278,0.000,0,前進 0,0.8280,0.1151,0.000,2.999
0.280,0.000,0,前進 0,0.8340,0.1168,0.000,3.001
0.282,0.000,0,前進 0,0.8400,0.1184,0.000,3.001
0.284,0.000,0,前進 0,0.8460,0.1201,0.000,2.999
0.286,0.000,0,前進 0,0.8520,0.1218,0.000,3.001
0.288,0.000,0,前進 0,0.8580,0.1236,0.000,2.999
0.290,0.000,0,前進 0,0.8640,0.1253,0.000,3.001
0.292,0.000,0,前進 0,0.8700,0.1270,0.000,2.999
0.294,0.000,0,前進 0,0.8760,0.1288,0.000,3.003
0.296,0.000,0,前進 0,0.8820,0.1305,0.000,2.999
0.298,0.000,0,前進 0,0.8880,0.1323,0.000,2.999
0.300,0.000,0,前進 0,0.8940,0.1341,0.000,3.003
0.302,0.000,0,前進 0,0.9000,0.1359,0.000,2.999
0.304,0.000,0,前進 0,0.9000,0.1377,0.000,0.000
0.306,0.000,0,前進 0,0.9000,0.1395,0.000,0.000
0.308,0.000,0,前進 0,0.9000,0.1413,0.000,0.000
0.310,0.000,0,前進 0,0.9000,0.1431,0.000,0.000
0.312,0.000,0,前進 0,0.9000,0.1449,0.000,0.000
0.314,0.000,0,前進 0,0.9000,0.1467,0.000,0.000
0.316,0.000,0,前進 0,0.9000,0.1485,0.000,0.000
0.318,0.000,0,前進 0,0.9000,0.1503,0.000,0.000
0.320,0.000,0,前進 0,0.9000,0.1521,0.000,0.000
0.322,0.000,0,前進 0,0.9000,0.1539,0.000,0.000
0.324,0.000,0,前進 0,0.9000,0.1557,0.000,0.000
0.326,0.000,0,前進 0,0.9000,0.1575,0.000,0.000
0.328,0.000,0,前進 0,0.9000,0.1593,0.000,0.000
0.330,0.000,0,前進 0,0.9000,0.1611,0.000,0.000
0.332,0.000,0,前進 0,0.9000,0.1629,0.000,0.000
0.334,0.000,0,前進 0,0.9000,0.1647,0.000,0.000
0.336,0.000,0,前進 0,0.9000,0.1665,0.000,0.000
0.338,0.000,0,前進 0,0.9000,0.1683,0.000,0.000
0.340,0.000,0,前進 0,0.9000,0.1701,0.000,0.000
0.342,0.000,0,前進 0,0.9000,0.1719,0.000,0.000
0.344,0.000,0,前進 0,0.9000,0.1737,0.000,0.000
0.346,0.000,0,前進 0,0.9000,0.1755,0.000,0.000
0.348,0.000,0,前進 0,0.9000,0.1773,0.000,0.000
0.350,0.000,0,前進 0,0.9000,0.1791,0.000,0.000
0.352,0.000,0,前進 0,0.9000,0.1809,0.000,0.000
0.354,0.000,0,前進 0,0.9000,0.1827,0.000,0.000
0.356,0.000,0,前進 0,0.9000,0.1845,0.000,0.000
0.358,0.000,0,前進 0,0.9000,0.1863,0.000,0.000
0.360,0.000,0,前進 0,0.9000,0.1881,0.000,0.000
0.362,0.000,0,前進 0,0.9000,0.1899,0.000,0.000
0.364,0.000,0,前進 0,0.9000,0.1917,0.000,0.000
0.366,0.000,0,前進 0,0.9000,0.1935,0.000,0.000
0.368,0.000,0,前進 0,0.9000,0.1953,0.000,0.000
0.370,0.000,0,前進 0,0.9000,0.1971,0.000,0.000
0.372,0.000,0,前進 0,0.9000,0.1989,0.000,0.000
0.374,0.000,0,前進 0,0.9000,0.2007,0.000,0.000
0.376,0.000,0,前進 0,0.9000,0.2025,0.000,0.000
0.378,0.000,0,前進 0,0.9000,0.2043,0.000,0.000
0.380,0.000,0,前進 0,0.9000,0.2061,0.000,0.000
0.382,0.000,0,前進 0,0.9000,0.2079,0.000,0.000
0.384,0.000,0,前進 0,0.9000,0.2097,0.000,0.000
0.386,0.000,0,前進 0,0.9000,0.2115,0.000,0.000
0.388,0.000,0,前進 0,0.9000,0.2133,0.000,0.000
0.390,0.000,0,前進 0,0.9000,0.2151,0.000,0.000
0.392,0.000,0,前進 0,0.9000,0.2169,0.000,0.000
0.394,0.000,0,前進 0,0.9000,0.2187,0.000,0.000
0.396,0.000,0,前進 0,0.9000,0.2205,0.000,0.000
0.398,0.000,0,前進 0,0.9000,0.2223,0.000,0.000
0.400,0.000,0,前進 0,0.9000,0.2241,0.000,0.000
0.402,0.000,0,前進 0,0.9000,0.2259,0.000,0.000
0.404,0.000,0,前進 0,0.9000,0.2277,0.000,0.000
0.406,0.000,0,前進 0,0.9000,0.2295,0.000,0.000
0.408,0.000,0,前進 0,0.9000,0.2313,0.000,0.000
0.410,0.000,0,前進 0,0.9000,0.2331,0.000,0.000
0.412,0.000,0,前進 0,0.9000,0.2349,0.000,0.000
0.414,0.000,0,前進 0,0.9000,0.2367,0.000,0.000
0.416,0.000,0,前進 0,0.9000,0.2385,0.000,0.000
0.418,0.000,0,前進 0,0.9000,0.2403,0.000,0.000
0.420,0.000,0,前進 0,0.9000,0.2421,0.000,0.000
0.422,0.000,0,前進 0,0.9000,0.2439,0.000,0.000
0.424,0.000,0,前進 0,0.9000,0.2457,0.000,0.000
0.426,0.000,0,前進 0,0.9000,0.2475,0.000,0.000
0.428,0.000,0,前進 0,0.9000,0.2493,0.000,0.000
0.430,0.000,0,前進 0,0.9000,0.2511,0.000,0.000
0.432,0.000,0,前進 0,0.9000,0.2529,0.000,0.000
0.434,0.000,0,前進 0,0.9000,0.2547,0.000,0.000
0.436,0.000,0,前進 0,0.9000,0.2565,0.000,0.000
0.438,0.000,0,前進 0,0.9000,0.2583,0.000,0.000
0.440,0.000,0,前進 0,0.9000,0.2601,0.000,0.000
0.442,0.000,0,前進 0,0.9000,0.2619,0.000,0.000
0.444,0.000,0,前進 0,0.9000,0.2637,0.000,0.000
0.446,0.000,0,前進 0,0.9000,0.2655,0.000,0.000
0.448,0.000,0,前進 0,0.9000,0.2673,0.000,0.000
0.450,0.000,0,前進 0,0.9000,0.2691,0.000,0.000
0.452,0.000,0,前進 0,0.9000,0.2709,0.000,0.000
0.454,0.000,0,前進 0,0.9000,0.2727,0.000,0.000
0.456,0.000,0,前進 0,0.9000,0.2745,0.000,0.000
0.458,0.000,0,前進 0,0.9000,0.2763,0.000,0.000
0.460,0.000,0,前進 0,0.9000,0.2781,0.000,0.000
0.462,0.000,0,前進 0,0.9000,0.2799,0.000,0.000
0.464,0.000,0,前進 0,0.9000,0.2817,0.000,0.000
0.466,0.000,0,前進 0,0.9000,0.2835,0.000,0.000
0.468,0.000,0,前進 0,0.9000,0.2853,0.000,0.000
0.470,0.000,0,前進 0,0.9000,0.2871,0.000,0.000
0.472,0.000,0,前進 0,0.9000,0.2889,0.000,0.000
0.474,0.000,0,前進 0,0.9000,0.2907,0.000,0.000
0.476,0.000,0,前進 0,0.9000,0.2925,0.000,0.000
0.478,0.000,0,前進 0,0.9000,0.2943,0.000,0.000
0.480,0.000,0,前進 0,0.9000,0.2961,0.000,0.000
0.482,0.000,0,前進 0,0.9000,0.2979,0.000,0.000
0.484,0.000,0,前進 0,0.9000,0.2997,0.000,0.000
0.486,0.000,0,前進 0,0.9000,0.3015,0.000,0.000
0.488,0.000,0,前進 0,0.9000,0.3033,0.000,0.000
0.490,0.000,0,前進 0,0.9000,0.3051,0.000,0.000
0.492,0.000,0,前進 0,0.9000,0.3069,0.000,0.000
0.494,0.000,0,前進 0,0.9000,0.3087,0.000,0.000
0.496,0.000,0,前進 0,0.9000,0.3105,0.000,0.000
0.498,0.000,0,前進 0,0.9000,0.3123,0.000,0.000
0.500,0.000,0,前進 0,0.9000,0.3141,0.000,0.000
0.502,0.000,0,前進 0,0.9000,0.3159,0.000,0.000
0.504,0.000,0,前進 0,0.9000,0.3177,0.000,0.000
0.506,0.000,0,前進 0,0.9000,0.3195,0.000,0.000
0.508,0.000,0,前進 0,0.9000,0.3213,0.000,0.000
0.510,0.000,0,前進 0,0.9000,0.3231,0.000,0.000
0.512,0.000,0,前進 0,0.9000,0.3249,0.000,0.000
0.514,0.000,0,前進 0,0.9000,0.3267,0.000,0.000
0.516,0.000,0,前進 0,0.9000,0.3285,0.000,0.000
0.518,0.000,0,前進 0,0.9000,0.3303,0.000,0.000
0.520,0.000,0,前進 0,0.9000,0.3321,0.000,0.000
0.522,0.000,0,前進 0,0.9000,0.3339,0.000,0.000
0.524,0.000,0,前進 0,0.9000,0.3357,0.000,0.000
0.526,0.000,0,前進 0,0.9000,0.3375,0.000,0.000
0.528,0.000,0,前進 0,0.9000,0.3393,0.000,0.000
0.530,0.000,0,前進 0,0.9000,0.3411,0.000,0.000
0.532,0.000,0,前進 0,0.9000,0.3429,0.000,0.000
0.534,0.000,0,前進 0,0.9000,0.3447,0.000,0.000
0.536,0.000,0,前進 0,0.9000,0.3465,0.000,0.000
0.538,0.000,0,前進 0,0.9000,0.3483,0.000,0.000
0.540,0.000,0,前進 0,0.9000,0.3501,0.000,0.000
0.542,0.000,0,前進 0,0.9000,0.3519,0.000,0.000
0.544,0.000,0,前進 0,0.9000,0.3537,0.000,0.000
0.546,0.000,0,前進 0,0.9000,0.3555,0.000,0.000
0.548,0.000,0,前進 0,0.9000,0.3573,0.000,0.000
0.550,0.000,0,前進 0,0.9000,0.3591,0.000,0.000
0.552,0.000,0,前進 0,0.9000,0.3609,0.000,0.000
0.554,0.000,0,前進 0,0.9000,0.3627,0.000,0.000
0.556,0.000,0,前進 0,0.9000,0.3645,0.000,0.000
0.558,0.000,0,前進 0,0.9000,0.3663,0.000,0.000
0.560,0.000,0,前進 0,0.9000,0.3681,0.000,0.000
0.562,0.000,0,前進 0,0.9000,0.3699,0.000,0.000
0.564,0.000,0,前進 0,0.9000,0.3717,0.000,0.000
0.566,0.000,0,前進 0,0.9000,0.3735,0.000,0.000
0.568,0.000,0,前進 0,0.9000,0.3753,0.000,0.000
0.570,0.000,0,前進 0,0.9000,0.3771,0.000,0.000
0.572,0.000,0,前進 0,0.9000,0.3789,0.000,0.000
0.574,0.000,0,前進 0,0.9000,0.3807,0.000,0.000
0.576,0.000,0,前進 0,0.9000,0.3825,0.000,0.000
0.578,0.000,0,前進 0,0.9000,0.3843,0.000,0.000
0.580,0.000,0,前進 0,0.9000,0.3861,0.000,0.000
0.582,0.000,0,前進 0,0.9000,0.3879,0.000,0.000
0.584,0.000,0,前進 0,0.9000,0.3897,0.000,0.000
0.586,0.000,0,前進 0,0.9000,0.3915,0.000,0.000
0.588,0.000,0,前進 0,0.9000,0.3933,0.000,0.000
0.590,0.000,0,前進 0,0.9000,0.3951,0.000,0.000
0.592,0.000,0,前進 0,0.9000,0.3969,0.000,0.000
0.594,0.000,0,前進 0,0.9000,0.3987,0.000,0.000
0.596,0.000,0,前進 0,0.9000,0.4005,0.000,0.000
0.598,0.000,0,前進 0,0.9000,0.4023,0.000,0.000
0.600,0.000,0,前進 0,0.9000,0.4041,0.000,0.000
0.602,0.000,0,前進 0,0.9000,0.4059,0.000,0.000
0.604,0.000,0,前進 0,0.9000,0.4077,0.000,0.000
0.606,0.000,0,前進 0,0.9000,0.4095,0.000,0.000
0.608,0.000,0,前進 0,0.9000,0.4113,0.000,0.000
0.610,0.000,0,前進 0,0.9000,0.4131,0.000,0.000
0.612,0.000,0,前進 0,0.9000,0.4149,0.000,0.000
0.614,0.000,0,前進 0,0.9000,0.4167,0.000,0.000
0.616,0.000,0,前進 0,0.9000,0.4185,0.000,0.000
0.618,0.000,0,前進 0,0.9000,0.4203,0.000,0.000
0.620,0.000,0,前進 0,0.9000,0.4221,0.000,0.000
0.622,0.000,0,前進 0,0.9000,0.4239,0.000,0.000
0.624,0.000,0,前進 0,0.9000,0.4257,0.000,0.000
0.626,0.000,0,前進 0,0.9000,0.4275,0.000,0.000
0.628,0.000,0,前進 0,0.9000,0.4293,0.000,0.000
0.630,0.000,0,前進 0,0.9000,0.4311,0.000,0.000
0.632,0.000,0,前進 0,0.9000,0.4329,0.000,0.000
0.634,0.000,0,前進 0,0.9000,0.4347,0.000,0.000
0.636,0.000,0,前進 0,0.9000,0.4365,0.000,0.000
0.638,0.000,0,前進 0,0.9000,0.4383,0.000,0.000
0.640,0.000,0,前進 0,0.9000,0.4401,0.000,0.000
0.642,0.000,0,前進 0,0.9000,0.4419,0.000,0.000
0.644,0.000,0,前進 0,0.9000,0.4437,0.000,0.000
0.646,0.000,0,前進 0,0.9000,0.4455,0.000,0.000
0.648,0.000,0,前進 0,0.9000,0.4473,0.000,0.000
0.650,0.000,0,前進 0,0.9000,0.4491,0.000,0.000
0.652,0.000,0,前進 0,0.9000,0.4509,0.000,0.000
0.654,0.000,0,前進 0,0.9000,0.4527,0.000,0.000
0.656,0.000,0,前進 0,0.9000,0.4545,0.000,0.000
0.658,0.000,0,前進 0,0.9000,0.4563,0.000,0.000
0.660,0.000,0,前進 0,0.9000,0.4581,0.000,0.000
0.662,0.000,0,前進 0,0.9000,0.4599,0.000,0.000
0.664,0.000,0,前進 0,0.9000,0.4617,0.000,0.000
0.666,0.000,0,前進 0,0.9000,0.4635,0.000,0.000
0.668,0.000,0,前進 0,0.9000,0.4653,0.000,0.000
0.670,0.000,0,前進 0,0.9000,0.4671,0.000,0.000
0.672,0.000,0,前進 0,0.9000,0.4689,0.000,0.000
0.674,0.000,0,前進 0,0.9000,0.4707,0.000,0.000
0.676,0.000,0,前進 0,0.9000,0.4725,0.000,0.000
0.678,0.000,0,前進 0,0.9000,0.4743,0.000,0.000
0.680,0.000,0,前進 0,0.9000,0.4761,0.000,0.000
0.682,0.000,0,前進 0,0.9000,0.4779,0.000,0.000
0.684,0.000,0,前進 0,0.9000,0.4797,0.000,0.000
0.686,0.000,0,前進 0,0.9000,0.4815,0.000,0.000
0.688,0.000,0,前進 0,0.9000,0.4833,0.000,0.000
0.690,0.000,0,前進 0,0.9000,0.4851,0.000,0.000
0.692,0.000,0,前進 0,0.9000,0.4869,0.000,0.000
0.694,0.000,0,前進 0,0.9000,0.4887,0.000,0.000
0.696,0.000,0,前進 0,0.9000,0.4905,0.000,0.000
0.698,0.000,0,前進 0,0.9000,0.4923,0.000,0.000
0.700,0.000,0,前進 0,0.9000,0.4941,0.000,0.000
0.702,0.000,0,前進 0,0.9000,0.4959,0.000,0.000
0.704,0.000,0,前進 0,0.9000,0.4977,0.000,0.000
0.706,0.000,0,前進 0,0.9000,0.4995,0.000,0.000
0.708,0.000,0,前進 0,0.9000,0.5013,0.000,0.000
0.710,0.000,0,前進 0,0.9000,0.5031,0.000,0.000
0.712,0.000,0,前進 0,0.9000,0.5049,0.000,0.000
0.714,0.000,0,前進 0,0.9000,0.5067,0.000,0.000
0.716,0.000,0,前進 0,0.9000,0.5085,0.000,0.000
0.718,0.000,0,前進 0,0.9000,0.5103,0.000,0.000
0.720,0.000,0,前進 0,0.9000,0.5121,0.000,0.000
0.722,0.000,0,前進 0,0.9000,0.5139,0.000,0.000
0.724,0.000,0,前進 0,0.9000,0.5157,0.000,0.000
0.726,0.000,0,前進 0,0.9000,0.5175,0.000,0.000
0.728,0.000,0,前進 0,0.9000,0.5193,0.000,0.000
0.730,0.000,0,前進 0,0.9000,0.5211,0.000,0.000
0.732,0.000,0,前進 0,0.9000,0.5229,0.000,0.000
0.734,0.000,0,前進 0,0.9000,0.5247,0.000,0.000
0.736,0.000,0,前進 0,0.9000,0.5265,0.000,0.000
0.738,0.000,0,前進 0,0.9000,0.5283,0.000,0.000
0.740,0.000,0,前進 0,0.9000,0.5301,0.000,0.000
0.742,0.000,0,前進 0,0.9000,0.5319,0.000,0.000
0.744,0.000,0,前進 0,0.9000,0.5337,0.000,0.000
0.746,0.000,0,前進 0,0.9000,0.5355,0.000,0.000
0.748,0.000,0,前進 0,0.9000,0.5373,0.000,0.000
0.750,0.000,0,前進 0,0.9000,0.5391,0.000,0.000
0.752,0.000,0,前進 0,0.9000,0.5409,0.000,0.000
0.754,0.000,0,前進 0,0.9000,0.5427,0.000,0.000
0.756,0.000,0,前進 0,0.9000,0.5445,0.000,0.000
0.758,0.000,0,前進 0,0.9000,0.5463,0.000,0.000
0.760,0.000,0,前進 0,0.9000,0.5481,0.000,0.000
0.762,0.000,0,前進 0,0.9000,0.5499,0.000,0.000
0.764,0.000,0,前進 0,0.9000,0.5517,0.000,0.000
0.766,0.000,0,前進 0,0.9000,0.5535,0.000,0.000
0.768,0.000,0,前進 0,0.9000,0.5553,0.000,0.000
0.770,0.000,0,前進 0,0.9000,0.5571,0.000,0.000
0.772,0.000,0,前進 0,0.9000,0.5589,0.000,0.000
0.774,0.000,0,前進 0,0.9000,0.5607,0.000,0.000
0.776,0.000,0,前進 0,0.9000,0.5625,0.000,0.000
0.778,0.000,0,前進 0,0.9000,0.5643,0.000,0.000
0.780,0.000,0,前進 0,0.9000,0.5661,0.000,0.000
0.782,0.000,0,前進 0,0.9000,0.5679,0.000,0.000
0.784,0.000,0,前進 0,0.9000,0.5697,0.000,0.000
0.786,0.000,0,前進 0,0.9000,0.5715,0.000,0.000
0.788,0.000,0,前進 0,0.9000,0.5733,0.000,0.000
0.790,0.000,0,前進 0,0.9000,0.5751,0.000,0.000
0.792,0.000,0,前進 0,0.9000,0.5769,0.000,0.000
0.794,0.000,0,前進 0,0.9000,0.5787,0.000,0.000
0.796,0.000,0,前進 0,0.9000,0.5805,0.000,0.000
0.798,0.000,0,前進 0,0.9000,0.5823,0.000,0.000
0.800,0.000,0,前進 0,0.9000,0.5841,0.000,0.000
0.802,0.000,0,前進 0,0.9000,0.5859,0.000,0.000
0.804,0.000,0,前進 0,0.9000,0.5877,0.000,0.000
0.806,0.000,0,前進 0,0.9000,0.5895,0.000,0.000
0.808,0.000,0,前進 0,0.9000,0.5913,0.000,0.000
0.810,0.000,0,前進 0,0.9000,0.5931,0.000,0.000
0.812,0.000,0,前進 0,0.9000,0.5949,0.000,0.000
0.814,0.000,0,前進 0,0.9000,0.5967,0.000,0.000
0.816,0.000,0,前進 0,0.9000,0.5985,0.000,0.000
0.818,0.000,0,前進 0,0.9000,0.6003,0.000,0.000
0.820,0.000,0,前進 0,0.9000,0.6021,0.000,0.000
0.822,0.000,0,前進 0,0.9000,0.6039,0.000,0.000
0.824,0.000,0,前進 0,0.9000,0.6057,0.000,0.000
0.826,0.000,0,前進 0,0.9000,0.6075,0.000,0.000
0.828,0.000,0,前進 0,0.9000,0.6093,0.000,0.000
0.830,0.000,0,前進 0,0.9000,0.6111,0.000,0.000
0.832,0.000,0,前進 0,0.9000,0.6129,0.000,0.000
0.834,0.000,0,前進 0,0.9000,0.6147,0.000,0.000
0.836,0.000,0,前進 0,0.9000,0.6165,0.000,0.000
0.838,0.000,0,前進 0,0.9000,0.6183,0.000,0.000
0.840,0.000,0,前進 0,0.9000,0.6201,0.000,0.000
0.842,0.000,0,前進 0,0.8950,0.6219,0.000,2.518
0.844,0.000,0,前進 0,0.8890,0.6237,0.000,2.995
0.846,0.000,0,前進 0,0.8830,0.6254,0.000,2.995
0.848,0.000,0,前進 0,0.8770,0.6272,0.000,3.010
0.850,0.000,0,前進 0,0.8710,0.6289,0.000,2.995
