simTime_s,runTime_s,timing,phase,aCam_mps2,speed_mps,yawRate_dps,jerk_mps3
8.598,5.944,1,前進 2,0.2676,0.3387,-0.001,0.052
8.600,5.946,1,前進 2,0.2677,0.3382,-0.001,0.052
8.602,5.948,1,前進 2,0.2678,0.3377,-0.001,0.045
8.604,5.950,1,前進 2,0.2679,0.3371,-0.001,0.052
8.606,5.952,1,前進 2,0.2680,0.3366,-0.001,0.052
8.608,5.954,1,前進 2,0.2681,0.3361,-0.001,0.052
8.610,5.956,1,前進 2,0.2682,0.3355,-0.001,0.052
8.612,5.958,1,前進 2,0.2683,0.3350,-0.001,0.045
8.614,5.960,1,前進 2,0.2684,0.3344,-0.001,0.052
8.616,5.962,1,前進 2,0.2685,0.3339,-0.001,0.052
8.618,5.964,1,前進 2,0.2686,0.3334,-0.001,0.052
8.620,5.966,1,前進 2,0.2687,0.3328,-0.001,0.052
8.622,5.968,1,前進 2,0.2688,0.3323,-0.001,0.052
8.624,5.970,1,前進 2,0.2689,0.3318,-0.001,0.052
8.626,5.972,1,前進 2,0.2690,0.3312,-0.001,0.052
8.628,5.974,1,前進 2,0.2691,0.3307,-0.001,0.052
8.630,5.976,1,前進 2,0.2692,0.3301,-0.001,0.052
8.632,5.978,1,前進 2,0.2693,0.3296,-0.001,0.052
8.634,5.980,1,前進 2,0.2694,0.3291,-0.001,0.052
8.636,5.982,1,前進 2,0.2695,0.3285,-0.001,0.052
8.638,5.984,1,前進 2,0.2696,0.3280,-0.001,0.052
8.640,5.986,1,前進 2,0.2697,0.3275,-0.001,0.052
8.642,5.988,1,前進 2,0.2698,0.3269,-0.001,0.052
8.644,5.990,1,前進 2,0.2699,0.3264,-0.001,0.060
8.646,5.992,1,前進 2,0.2701,0.3258,-0.001,0.052
8.648,5.994,1,前進 2,0.2702,0.3253,-0.001,0.052
8.650,5.996,1,前進 2,0.2703,0.3248,-0.001,0.052
8.652,5.998,1,前進 2,0.2704,0.3242,-0.001,0.060
8.654,6.000,1,前進 2,0.2705,0.3237,-0.001,0.052
8.656,6.002,1,前進 2,0.2706,0.3231,-0.001,0.052
8.658,6.004,1,前進 2,0.2707,0.3226,-0.001,0.060
8.660,6.006,1,前進 2,0.2708,0.3220,-0.001,0.052
8.662,6.008,1,前進 2,0.2709,0.3215,-0.001,0.052
8.664,6.010,1,前進 2,0.2710,0.3210,-0.001,0.060
8.666,6.012,1,前進 2,0.2711,0.3204,-0.001,0.052
8.668,6.014,1,前進 2,0.2713,0.3199,-0.001,0.060
8.670,6.016,1,前進 2,0.2714,0.3193,-0.001,0.052
8.672,6.018,1,前進 2,0.2715,0.3188,-0.001,0.060
8.674,6.020,1,前進 2,0.2716,0.3182,-0.001,0.052
8.676,6.022,1,前進 2,0.2717,0.3177,-0.001,0.060
8.678,6.024,1,前進 2,0.2718,0.3172,-0.001,0.060
8.680,6.026,1,前進 2,0.2719,0.3166,-0.001,0.052
8.682,6.028,1,前進 2,0.2720,0.3161,-0.001,0.060
8.684,6.030,1,前進 2,0.2722,0.3155,-0.001,0.060
8.686,6.032,1,前進 2,0.2723,0.3150,-0.001,0.052
8.688,6.034,1,前進 2,0.2724,0.3144,-0.001,0.060
8.690,6.036,1,前進 2,0.2725,0.3139,-0.001,0.060
8.692,6.038,1,前進 2,0.2726,0.3134,-0.001,0.060
8.694,6.040,1,前進 2,0.2727,0.3128,-0.001,0.060
8.696,6.042,1,前進 2,0.2729,0.3123,-0.001,0.052
8.698,6.044,1,前進 2,0.2730,0.3117,-0.001,0.060
8.700,6.046,1,前進 2,0.2731,0.3112,-0.001,0.060
8.702,6.048,1,前進 2,0.2732,0.3106,-0.001,0.060
8.704,6.050,1,前進 2,0.2733,0.3101,-0.001,0.060
8.706,6.052,1,前進 2,0.2734,0.3095,-0.001,0.060
8.708,6.054,1,前進 2,0.2736,0.3090,-0.001,0.060
8.710,6.056,1,前進 2,0.2737,0.3084,-0.001,0.060
8.712,6.058,1,前進 2,0.2738,0.3079,-0.001,0.067
8.714,6.060,1,前進 2,0.2739,0.3073,-0.001,0.060
8.716,6.062,1,前進 2,0.2741,0.3068,-0.001,0.060
8.718,6.064,1,前進 2,0.2742,0.3062,-0.001,0.060
8.720,6.066,1,前進 2,0.2743,0.3057,-0.001,0.060
8.722,6.068,1,前進 2,0.2744,0.3051,-0.001,0.067
8.724,6.070,1,前進 2,0.2746,0.3046,-0.001,0.060
8.726,6.072,1,前進 2,0.2747,0.3040,-0.001,0.060
8.728,6.074,1,前進 2,0.2748,0.3035,-0.001,0.067
8.730,6.076,1,前進 2,0.2749,0.3029,-0.001,0.060
8.732,6.078,1,前進 2,0.2751,0.3024,-0.001,0.067
8.734,6.080,1,前進 2,0.2752,0.3018,-0.001,0.060
8.736,6.082,1,前進 2,0.2753,0.3013,-0.001,0.067
8.738,6.084,1,前進 2,0.2754,0.3007,-0.001,0.060
8.740,6.086,1,前進 2,0.2756,0.3002,-0.001,0.067
8.742,6.088,1,前進 2,0.2757,0.2996,-0.001,0.067
8.744,6.090,1,前進 2,0.2758,0.2991,-0.001,0.060
8.746,6.092,1,前進 2,0.2760,0.2985,-0.001,0.067
8.748,6.094,1,前進 2,0.2761,0.2980,-0.001,0.067
8.750,6.096,1,前進 2,0.2762,0.2974,-0.001,0.067
8.752,6.098,1,前進 2,0.2763,0.2969,-0.001,0.060
8.754,6.100,1,前進 2,0.2765,0.2963,-0.001,0.067
8.756,6.102,1,前進 2,0.2766,0.2958,-0.001,0.067
8.758,6.104,1,前進 2,0.2767,0.2952,0.000,0.067
8.760,6.106,1,前進 2,0.2769,0.2947,0.000,0.067
8.762,6.108,1,前進 2,0.2770,0.2941,0.000,0.067
8.764,6.110,1,前進 2,0.2771,0.2936,0.000,0.067
8.766,6.112,1,前進 2,0.2773,0.2930,0.000,0.075
8.768,6.114,1,前進 2,0.2774,0.2924,0.000,0.067
8.770,6.116,1,前進 2,0.2776,0.2919,0.000,0.067
8.772,6.118,1,前進 2,0.2777,0.2913,0.000,0.067
8.774,6.120,1,前進 2,0.2778,0.2908,0.000,0.075
8.776,6.122,1,前進 2,0.2780,0.2902,0.000,0.067
8.778,6.124,1,前進 2,0.2781,0.2897,0.000,0.067
8.780,6.126,1,前進 2,0.2783,0.2891,0.000,0.075
8.782,6.128,1,前進 2,0.2784,0.2886,0.000,0.067
8.784,6.130,1,前進 2,0.2785,0.2880,0.000,0.075
8.786,6.132,1,前進 2,0.2787,0.2874,0.000,0.067
8.788,6.134,1,前進 2,0.2788,0.2869,0.000,0.075
8.790,6.136,1,前進 2,0.2790,0.2863,0.000,0.075
8.792,6.138,1,前進 2,0.2791,0.2858,0.000,0.067
8.794,6.140,1,前進 2,0.2793,0.2852,0.000,0.075
8.796,6.142,1,前進 2,0.2794,0.2847,0.000,0.075
8.798,6.144,1,前進 2,0.2796,0.2841,0.000,0.075
8.800,6.146,1,前進 2,0.2797,0.2835,0.000,0.075
8.802,6.148,1,前進 2,0.2799,0.2830,0.000,0.075
8.804,6.150,1,前進 2,0.2800,0.2824,0.000,0.075
8.806,6.152,1,前進 2,0.2802,0.2819,0.000,0.075
8.808,6.154,1,前進 2,0.2803,0.2813,0.000,0.075
8.810,6.156,1,前進 2,0.2805,0.2807,0.000,0.075
8.812,6.158,1,前進 2,0.2806,0.2802,0.000,0.075
8.814,6.160,1,前進 2,0.2808,0.2796,0.000,0.082
8.816,6.162,1,前進 2,0.2809,0.2790,0.000,0.075
8.818,6.164,1,前進 2,0.2811,0.2785,0.000,0.075
8.820,6.166,1,前進 2,0.2812,0.2779,0.000,0.082
8.822,6.168,1,前進 2,0.2814,0.2774,0.000,0.075
8.824,6.170,1,前進 2,0.2815,0.2768,0.000,0.082
8.826,6.172,1,前進 2,0.2817,0.2762,0.000,0.082
8.828,6.174,1,前進 2,0.2819,0.2757,0.000,0.075
8.830,6.176,1,前進 2,0.2820,0.2751,0.000,0.082
8.832,6.178,1,前進 2,0.2822,0.2745,0.000,0.082
8.834,6.180,1,前進 2,0.2823,0.2740,0.000,0.082
8.836,6.182,1,前進 2,0.2825,0.2734,0.000,0.082
8.838,6.184,1,前進 2,0.2827,0.2728,0.000,0.082
8.840,6.186,1,前進 2,0.2828,0.2723,0.000,0.082
8.842,6.188,1,前進 2,0.2830,0.2717,0.000,0.082
8.844,6.190,1,前進 2,0.2832,0.2711,0.000,0.082
8.846,6.192,1,前進 2,0.2833,0.2706,0.000,0.082
8.848,6.194,1,前進 2,0.2835,0.2700,0.000,0.082
8.850,6.196,1,前進 2,0.2837,0.2694,0.000,0.089
8.852,6.198,1,前進 2,0.2838,0.2689,0.000,0.082
8.854,6.200,1,前進 2,0.2840,0.2683,0.000,0.089
8.856,6.202,1,前進 2,0.2842,0.2677,0.000,0.082
8.858,6.204,1,前進 2,0.2844,0.2672,0.000,0.089
8.860,6.206,1,前進 2,0.2845,0.2666,0.000,0.089
8.862,6.208,1,前進 2,0.2847,0.2660,0.000,0.082
8.864,6.210,1,前進 2,0.2849,0.2655,0.000,0.089
8.866,6.212,1,前進 2,0.2851,0.2649,0.000,0.089
8.868,6.214,1,前進 2,0.2852,0.2643,0.000,0.089
8.870,6.216,1,前進 2,0.2854,0.2638,0.000,0.089
8.872,6.218,1,前進 2,0.2856,0.2632,0.000,0.089
8.874,6.220,1,前進 2,0.2858,0.2626,0.000,0.097
8.876,6.222,1,前進 2,0.2860,0.2620,0.000,0.089
8.878,6.224,1,前進 2,0.2861,0.2615,0.000,0.089
8.880,6.226,1,前進 2,0.2863,0.2609,0.000,0.097
8.882,6.228,1,前進 2,0.2865,0.2603,0.000,0.089
8.884,6.230,1,前進 2,0.2867,0.2597,0.000,0.097
8.886,6.232,1,前進 2,0.2869,0.2592,0.000,0.089
8.888,6.234,1,前進 2,0.2871,0.2586,0.000,0.097
8.890,6.236,1,前進 2,0.2873,0.2580,0.000,0.097
8.892,6.238,1,前進 2,0.2875,0.2575,0.000,0.097
8.894,6.240,1,前進 2,0.2877,0.2569,0.000,0.097
8.896,6.242,1,前進 2,0.2879,0.2563,0.000,0.097
8.898,6.244,1,前進 2,0.2881,0.2557,0.000,0.097
8.900,6.246,1,前進 2,0.2883,0.2551,0.000,0.104
8.902,6.248,1,前進 2,0.2885,0.2546,0.000,0.097
8.904,6.250,1,前進 2,0.2886,0.2540,0.000,0.097
8.906,6.252,1,前進 2,0.2889,0.2534,0.000,0.104
8.908,6.254,1,前進 2,0.2891,0.2528,0.000,0.097
8.910,6.256,1,前進 2,0.2893,0.2523,0.000,0.104
8.912,6.258,1,前進 2,0.2895,0.2517,0.000,0.104
8.914,6.260,1,前進 2,0.2897,0.2511,0.000,0.104
8.916,6.262,1,前進 2,0.2899,0.2505,0.000,0.104
8.918,6.264,1,前進 2,0.2901,0.2499,0.000,0.104
8.920,6.266,1,前進 2,0.2903,0.2494,0.000,0.104
8.922,6.268,1,前進 2,0.2905,0.2488,0.000,0.108
8.924,6.270,1,前進 2,0.2907,0.2482,0.000,0.104
8.926,6.272,1,前進 2,0.2909,0.2476,0.000,0.108
8.928,6.274,1,前進 2,0.2912,0.2470,0.000,0.112
8.930,6.276,1,前進 2,0.2914,0.2464,0.000,0.108
8.932,6.278,1,前進 2,0.2916,0.2459,0.000,0.108
8.934,6.280,1,前進 2,0.2918,0.2453,0.000,0.112
8.936,6.282,1,前進 2,0.2920,0.2447,0.000,0.112
8.938,6.284,1,前進 2,0.2923,0.2441,0.000,0.112
8.940,6.286,1,前進 2,0.2925,0.2435,0.000,0.116
8.942,6.288,1,前進 2,0.2927,0.2429,0.000,0.116
8.944,6.290,1,前進 2,0.2930,0.2424,0.000,0.112
8.946,6.292,1,前進 2,0.2932,0.2418,0.000,0.116
8.948,6.294,1,前進 2,0.2934,0.2412,0.000,0.119
8.950,6.296,1,前進 2,0.2937,0.2406,0.000,0.116
8.952,6.298,1,前進 2,0.2939,0.2400,0.000,0.119
8.954,6.300,1,前進 2,0.2941,0.2394,0.000,0.119
8.956,6.302,1,前進 2,0.2944,0.2388,0.000,0.123
8.958,6.304,1,前進 2,0.2946,0.2382,0.000,0.119
8.960,6.306,1,前進 2,0.2949,0.2377,0.000,0.123
8.962,6.308,1,前進 2,0.2951,0.2371,0.000,0.123
8.964,6.310,1,前進 2,0.2954,0.2365,0.000,0.123
8.966,6.312,1,前進 2,0.2956,0.2359,0.000,0.127
8.968,6.314,1,前進 2,0.2959,0.2353,0.000,0.127
8.970,6.316,1,前進 2,0.2961,0.2347,0.000,0.127
8.972,6.318,1,前進 2,0.2964,0.2341,0.000,0.127
8.974,6.320,1,前進 2,0.2966,0.2335,0.000,0.130
8.976,6.322,1,前進 2,0.2969,0.2329,0.000,0.130
8.978,6.324,1,前進 2,0.2972,0.2323,0.000,0.130
8.980,6.326,1,前進 2,0.2974,0.2317,0.000,0.130
8.982,6.328,1,前進 2,0.2977,0.2311,0.000,0.134
8.984,6.330,1,前進 2,0.2979,0.2305,0.000,0.134
8.986,6.332,1,前進 2,0.2982,0.2299,0.000,0.138
8.988,6.334,1,前進 2,0.2985,0.2293,0.000,0.134
8.990,6.336,1,前進 2,0.2988,0.2287,0.000,0.138
8.992,6.338,1,前進 2,0.2991,0.2281,0.000,0.142
8.994,6.340,1,前進 2,0.2993,0.2275,0.000,0.138
8.996,6.342,1,前進 2,0.2996,0.2270,0.000,0.142
8.998,6.344,1,前進 2,0.2999,0.2264,0.000,0.142
9.000,6.346,1,前進 2,0.3002,0.2258,0.000,0.145
9.002,6.348,1,前進 2,0.3005,0.2251,0.000,0.145
9.004,6.350,1,前進 2,0.3008,0.2245,0.000,0.145
9.006,6.352,1,前進 2,0.3011,0.2239,0.000,0.149
9.008,6.354,1,前進 2,0.3014,0.2233,0.000,0.149
9.010,6.356,1,前進 2,0.3017,0.2227,0.000,0.149
9.012,6.358,1,前進 2,0.3020,0.2221,0.000,0.153
9.014,6.360,1,前進 2,0.3023,0.2215,0.000,0.153
9.016,6.362,1,前進 2,0.3026,0.2209,0.000,0.153
9.018,6.364,1,前進 2,0.3029,0.2203,0.000,0.156
9.020,6.366,1,前進 2,0.3032,0.2197,0.000,0.156
9.022,6.368,1,前進 2,0.3035,0.2191,0.000,0.160
9.024,6.370,1,前進 2,0.3038,0.2185,0.000,0.160
9.026,6.372,1,前進 2,0.3042,0.2179,0.000,0.160
9.028,6.374,1,前進 2,0.3045,0.2173,0.000,0.164
9.030,6.376,1,前進 2,0.3048,0.2167,0.000,0.168
9.032,6.378,1,前進 2,0.3052,0.2161,0.000,0.164
9.034,6.380,1,前進 2,0.3055,0.2155,0.000,0.168
9.036,6.382,1,前進 2,0.3058,0.2148,0.000,0.171
9.038,6.384,1,前進 2,0.3062,0.2142,0.000,0.171
9.040,6.386,1,前進 2,0.3065,0.2136,0.000,0.171
9.042,6.388,1,前進 2,0.3069,0.2130,0.000,0.175
9.044,6.390,1,前進 2,0.3072,0.2124,0.000,0.175
9.046,6.392,1,前進 2,0.3076,0.2118,0.000,0.179
9.048,6.394,1,前進 2,0.3079,0.2112,0.000,0.183
9.050,6.396,1,前進 2,0.3083,0.2105,0.000,0.179
9.052,6.398,1,前進 2,0.3087,0.2099,0.000,0.186
9.054,6.400,1,前進 2,0.3090,0.2093,0.000,0.186
9.056,6.402,1,前進 2,0.3094,0.2087,0.000,0.186
9.058,6.404,1,前進 2,0.3098,0.2081,0.000,0.190
9.060,6.406,1,前進 2,0.3102,0.2074,0.000,0.190
9.062,6.408,1,前進 2,0.3106,0.2068,0.000,0.194
9.064,6.410,1,前進 2,0.3110,0.2062,0.000,0.197
9.066,6.412,1,前進 2,0.3114,0.2056,0.000,0.197
9.068,6.414,1,前進 2,0.3118,0.2050,0.000,0.201
9.070,6.416,1,前進 2,0.3122,0.2043,0.000,0.201
9.072,6.418,1,前進 2,0.3126,0.2037,0.000,0.205
9.074,6.420,1,前進 2,0.3130,0.2031,0.000,0.205
9.076,6.422,1,前進 2,0.3134,0.2025,0.000,0.209
9.078,6.424,1,前進 2,0.3138,0.2018,0.000,0.212
9.080,6.426,1,前進 2,0.3143,0.2012,0.000,0.216
9.082,6.428,1,前進 2,0.3147,0.2006,0.000,0.216
9.084,6.430,1,前進 2,0.3151,0.1999,0.000,0.216
9.086,6.432,1,前進 2,0.3156,0.1993,0.000,0.224
9.088,6.434,1,前進 2,0.3160,0.1987,0.000,0.224
9.090,6.436,1,前進 2,0.3165,0.1980,0.000,0.227
9.092,6.438,1,前進 2,0.3169,0.1974,0.000,0.231
9.094,6.440,1,前進 2,0.3174,0.1968,0.000,0.231
9.096,6.442,1,前進 2,0.3179,0.1961,0.000,0.235
9.098,6.444,1,前進 2,0.3183,0.1955,0.000,0.238
9.100,6.446,1,前進 2,0.3188,0.1949,0.000,0.242
9.102,6.448,1,前進 2,0.3193,0.1942,0.000,0.242
9.104,6.450,1,前進 2,0.3198,0.1936,0.000,0.250
9.106,6.452,1,前進 2,0.3203,0.1929,0.000,0.250
9.108,6.454,1,前進 2,0.3208,0.1923,0.000,0.253
9.110,6.456,1,前進 2,0.3213,0.1917,0.000,0.257
9.112,6.458,1,前進 2,0.3218,0.1910,0.000,0.261
9.114,6.460,1,前進 2,0.3224,0.1904,0.000,0.265
9.116,6.462,1,前進 2,0.3229,0.1897,0.000,0.268
9.118,6.464,1,前進 2,0.3235,0.1891,0.000,0.272
9.120,6.466,1,前進 2,0.3240,0.1884,0.000,0.272
9.122,6.468,1,前進 2,0.3246,0.1878,0.000,0.279
9.124,6.470,1,前進 2,0.3251,0.1871,0.000,0.283
9.126,6.472,1,前進 2,0.3257,0.1865,0.000,0.287
9.128,6.474,1,前進 2,0.3263,0.1858,0.000,0.291
9.130,6.476,1,前進 2,0.3269,0.1852,0.000,0.298
9.132,6.478,1,前進 2,0.3275,0.1845,0.000,0.298
9.134,6.480,1,前進 2,0.3281,0.1839,0.000,0.302
9.136,6.482,1,前進 2,0.3287,0.1832,0.000,0.309
9.138,6.484,1,前進 2,0.3293,0.1825,0.000,0.313
9.140,6.486,1,前進 2,0.3300,0.1819,0.000,0.320
9.142,6.488,1,前進 2,0.3306,0.1812,0.000,0.320
9.144,6.490,1,前進 2,0.3313,0.1806,0.000,0.328
9.146,6.492,1,前進 2,0.3319,0.1799,0.000,0.335
9.148,6.494,1,前進 2,0.3326,0.1792,0.000,0.339
9.150,6.496,1,前進 2,0.3333,0.1786,0.000,0.343
9.152,6.498,1,前進 2,0.3340,0.1779,0.000,0.350
9.154,6.500,1,前進 2,0.3347,0.1772,0.000,0.354
9.156,6.502,1,前進 2,0.3354,0.1766,0.000,0.365
9.158,6.504,1,前進 2,0.3362,0.1759,0.000,0.365
9.160,6.506,1,前進 2,0.3369,0.1752,0.000,0.376
9.162,6.508,1,前進 2,0.3377,0.1745,0.000,0.380
9.164,6.510,1,前進 2,0.3384,0.1739,0.000,0.387
9.166,6.512,1,前進 2,0.3392,0.1732,0.000,0.395
9.168,6.514,1,前進 2,0.3400,0.1725,0.000,0.402
9.170,6.516,1,前進 2,0.3409,0.1718,0.000,0.410
9.172,6.518,1,前進 2,0.3417,0.1711,0.000,0.417
9.174,6.520,1,前進 2,0.3425,0.1705,0.000,0.425
9.176,6.522,1,前進 2,0.3434,0.1698,0.000,0.432
9.178,6.524,1,前進 2,0.3443,0.1691,0.000,0.443
9.180,6.526,1,前進 2,0.3452,0.1684,0.000,0.451
9.182,6.528,1,前進 2,0.3461,0.1677,0.000,0.462
9.184,6.530,1,前進 2,0.3471,0.1670,0.000,0.469
9.186,6.532,1,前進 2,0.3480,0.1663,0.000,0.477
9.188,6.534,1,前進 2,0.3490,0.1656,0.000,0.492
9.190,6.536,1,前進 2,0.3500,0.1649,0.000,0.499
9.192,6.538,1,前進 2,0.3510,0.1642,0.000,0.514
9.194,6.540,1,前進 2,0.3521,0.1635,0.000,0.522
9.196,6.542,1,前進 2,0.3531,0.1628,0.000,0.537
9.198,6.544,1,前進 2,0.3542,0.1621,0.000,0.548
9.200,6.546,1,前進 2,0.3554,0.1614,0.000,0.563
9.202,6.548,1,前進 2,0.3565,0.1607,0.000,0.574
9.204,6.550,1,前進 2,0.3577,0.1599,0.000,0.589
9.206,6.552,1,前進 2,0.3589,0.1592,0.000,0.607
9.208,6.554,1,前進 2,0.3601,0.1585,0.000,0.618
9.210,6.556,1,前進 2,0.3614,0.1578,0.000,0.637
9.212,6.558,1,前進 2,0.3627,0.1571,0.000,0.656
9.214,6.560,1,前進 2,0.3687,0.1563,0.000,2.999
9.216,6.562,1,前進 2,0.3747,0.1556,0.000,2.999
9.218,6.564,1,前進 2,0.3807,0.1548,0.000,2.999
9.220,6.566,1,前進 2,0.3867,0.1540,0.000,2.999
9.222,6.568,1,前進 2,0.3927,0.1533,0.000,3.003
9.224,6.570,1,前進 2,0.3987,0.1525,0.000,2.999
9.226,6.572,1,前進 2,0.4047,0.1516,0.000,2.999
9.228,6.574,1,前進 2,0.4107,0.1508,0.000,2.999
9.230,6.576,1,前進 2,0.4167,0.1500,0.000,2.999
9.232,6.578,1,前進 2,0.4227,0.1491,0.000,3.003
9.234,6.580,1,前進 2,0.4287,0.1483,0.000,2.999
9.236,6.582,1,前進 2,0.4347,0.1474,0.000,2.999
9.238,6.584,1,前進 2,0.4407,0.1465,0.000,2.999
9.240,6.586,1,前進 2,0.4467,0.1456,0.000,2.999
9.242,6.588,1,前進 2,0.4527,0.1447,0.000,3.003
9.244,6.590,1,前進 2,0.4587,0.1438,0.000,2.999
9.246,6.592,1,前進 2,0.4647,0.1429,0.000,2.999
9.248,6.594,1,前進 2,0.4707,0.1419,0.000,2.999
9.250,6.596,1,前進 2,0.4767,0.1410,0.000,2.999
9.252,6.598,1,前進 2,0.4827,0.1400,0.000,2.999
9.254,6.600,1,前進 2,0.4887,0.1391,0.000,3.003
9.256,6.602,1,前進 2,0.4947,0.1381,0.000,2.999
9.258,6.604,1,前進 2,0.5007,0.1371,0.000,2.999
9.260,6.606,1,前進 2,0.5067,0.1360,0.000,2.999
9.262,6.608,1,前進 2,0.5127,0.1350,0.000,2.999
9.264,6.610,1,前進 2,0.5187,0.1340,0.000,3.003
9.266,6.612,1,前進 2,0.5247,0.1329,0.000,2.999
9.268,6.614,1,前進 2,0.5307,0.1319,0.000,2.999
9.270,6.616,1,前進 2,0.5275,0.1308,0.000,1.617
9.272,6.618,1,前進 2,0.5233,0.1298,0.000,2.109
9.274,6.620,1,前進 2,0.5191,0.1287,0.000,2.094
9.276,6.622,1,前進 2,0.5149,0.1277,0.000,2.075
9.278,6.624,1,前進 2,0.5108,0.1267,0.000,2.060
9.280,6.626,1,前進 2,0.5067,0.1257,0.000,2.042
9.282,6.628,1,前進 2,0.5027,0.1247,0.000,2.029
9.284,6.630,1,前進 2,0.4987,0.1237,0.000,2.010
9.286,6.632,1,前進 2,0.4947,0.1227,0.000,1.995
9.288,6.634,1,前進 2,0.4907,0.1217,0.000,1.978
9.290,6.636,1,前進 2,0.4868,0.1207,0.000,1.964
9.292,6.638,1,前進 2,0.4829,0.1198,0.000,1.947
9.294,6.640,1,前進 2,0.4790,0.1188,0.000,1.932
9.296,6.642,1,前進 2,0.4752,0.1178,0.000,1.915
9.298,6.644,1,前進 2,0.4714,0.1169,0.000,1.902
9.300,6.646,1,前進 2,0.4676,0.1160,0.000,1.885
9.302,6.648,1,前進 2,0.4639,0.1150,0.000,1.870
9.304,6.650,1,前進 2,0.4602,0.1141,0.000,1.855
9.306,6.652,1,前進 2,0.4565,0.1132,0.000,1.841
9.308,6.654,1,前進 2,0.4528,0.1123,0.000,1.826
9.310,6.656,1,前進 2,0.4492,0.1114,0.000,1.811
9.312,6.658,1,前進 2,0.4456,0.1105,0.000,1.798
9.314,6.660,1,前進 2,0.4421,0.1096,0.000,1.783
9.316,6.662,1,前進 2,0.4385,0.1088,0.000,1.768
9.318,6.664,1,前進 2,0.4350,0.1079,0.000,1.753
9.320,6.666,1,前進 2,0.4315,0.1070,0.000,1.740
9.322,6.668,1,前進 2,0.4281,0.1062,0.000,1.727
9.324,6.670,1,前進 2,0.4247,0.1053,0.000,1.712
9.326,6.672,1,前進 2,0.4213,0.1045,0.000,1.699
9.328,6.674,1,前進 2,0.4179,0.1036,0.000,1.684
9.330,6.676,1,前進 2,0.4145,0.1028,0.000,1.673
9.332,6.678,1,前進 2,0.4112,0.1020,0.000,1.658
9.334,6.680,1,前進 2,0.4079,0.1012,0.000,1.645
9.336,6.682,1,前進 2,0.4047,0.1004,0.000,1.632
9.338,6.684,1,前進 2,0.4014,0.0996,0.000,1.617
9.340,6.686,1,前進 2,0.3982,0.0988,0.000,1.606
9.342,6.688,1,前進 2,0.3950,0.0980,0.000,1.593
9.344,6.690,1,前進 2,0.3919,0.0972,0.000,1.582
9.346,6.692,1,前進 2,0.3887,0.0964,0.000,1.567
9.348,6.694,1,前進 2,0.3856,0.0956,0.000,1.556
9.350,6.696,1,前進 2,0.3825,0.0949,0.000,1.543
9.352,6.698,1,前進 2,0.3795,0.0941,0.000,1.529
9.354,6.700,1,前進 2,0.3764,0.0934,0.000,1.518
9.356,6.702,1,前進 2,0.3734,0.0926,0.000,1.505
9.358,6.704,1,前進 2,0.3705,0.0919,0.000,1.494
9.360,6.706,1,前進 2,0.3675,0.0911,0.000,1.481
9.362,6.708,1,前進 2,0.3645,0.0904,0.000,1.472
9.364,6.710,1,前進 2,0.3616,0.0897,0.000,1.457
9.366,6.712,1,前進 2,0.3587,0.0890,0.000,1.447
9.368,6.714,1,前進 2,0.3559,0.0883,0.000,1.434
9.370,6.716,1,前進 2,0.3530,0.0875,0.000,1.423
9.372,6.718,1,前進 2,0.3502,0.0868,0.000,1.412
9.374,6.720,1,前進 2,0.3474,0.0862,0.000,1.401
9.376,6.722,1,前進 2,0.3446,0.0855,0.000,1.390
9.378,6.724,1,前進 2,0.3419,0.0848,0.000,1.379
9.380,6.726,1,前進 2,0.3391,0.0841,0.000,1.367
9.382,6.728,1,前進 2,0.3364,0.0834,0.000,1.356
9.384,6.730,1,前進 2,0.3337,0.0828,0.000,1.345
9.386,6.732,1,前進 2,0.3310,0.0821,0.000,1.336
9.388,6.734,1,前進 2,0.3284,0.0814,0.000,1.325
9.390,6.736,1,前進 2,0.3258,0.0808,0.000,1.313
9.392,6.738,1,前進 2,0.3232,0.0801,0.000,1.302
9.394,6.740,1,前進 2,0.3206,0.0795,0.000,1.293
9.396,6.742,1,前進 2,0.3180,0.0789,0.000,1.284
9.398,6.744,1,前進 2,0.3155,0.0782,0.000,1.271
9.400,6.746,1,前進 2,0.3129,0.0776,0.000,1.263
9.402,6.748,1,前進 2,0.3104,0.0770,0.000,1.252
9.404,6.750,1,前進 2,0.3080,0.0764,0.000,1.241
9.406,6.752,1,前進 2,0.3055,0.0758,0.000,1.233
9.408,6.754,1,前進 2,0.3031,0.0752,0.000,1.222
9.410,6.756,1,前進 2,0.3006,0.0746,0.000,1.211
9.412,6.758,1,前進 2,0.2982,0.0740,0.000,1.203
9.414,6.760,1,前進 2,0.2958,0.0734,0.000,1.192
9.416,6.762,1,前進 2,0.2935,0.0728,0.000,1.183
9.418,6.764,1,前進 2,0.2911,0.0722,0.000,1.174
9.420,6.766,1,前進 2,0.2888,0.0716,0.000,1.166
9.422,6.768,1,前進 2,0.2865,0.0710,0.000,1.155
9.424,6.770,1,前進 2,0.2842,0.0705,0.000,1.146
9.426,6.772,1,前進 2,0.2819,0.0699,0.000,1.136
9.428,6.774,1,前進 2,0.2797,0.0694,0.000,1.127
9.430,6.776,1,前進 2,0.2774,0.0688,0.000,1.120
9.432,6.778,1,前進 2,0.2752,0.0683,0.000,1.108
9.434,6.780,1,前進 2,0.2730,0.0677,0.000,1.101
9.436,6.782,1,前進 2,0.2708,0.0672,0.000,1.094
